/content/keras-retinanet/images/frame20190125-125525.jpg,201,189,341,261,1x4LRed
/content/keras-retinanet/images/frame20190125-125525.jpg,459,177,579,233,1x4LRed
/content/keras-retinanet/images/frame20190125-125525.jpg,77,99,164,168,1x4LRed
/content/keras-retinanet/images/frame20190125-125525.jpg,436,86,549,130,1x4LRed
/content/keras-retinanet/images/frame20190125-125525.jpg,248,76,320,140,1x4LRed
/content/keras-retinanet/images/frame20190125-125525.jpg,442,16,509,67,1x4LRed
/content/keras-retinanet/images/frame20190125-125525.jpg,149,12,224,62,1x4LRed
/content/keras-retinanet/images/frame20190125-125525.jpg,249,7,310,56,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,32,195,177,282,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,332,189,462,257,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,413,96,516,156,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,192,94,264,163,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,40,65,122,128,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,239,30,355,68,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,388,27,473,78,1x4LRed
/content/keras-retinanet/images/frame20190125-125549.jpg,99,17,207,54,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,198,201,326,292,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,0,166,43,279,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,413,101,480,173,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,174,90,299,147,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,0,86,120,142,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,484,62,594,116,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,411,34,492,85,1x4LRed
/content/keras-retinanet/images/frame20190125-125608.jpg,84,7,190,64,1x4LRed
/content/keras-retinanet/images/frame20190125-125623.jpg,206,217,339,279,1x4LRed
/content/keras-retinanet/images/frame20190125-125623.jpg,0,176,104,234,1x4LRed
/content/keras-retinanet/images/frame20190125-125623.jpg,433,144,562,195,1x4LRed
/content/keras-retinanet/images/frame20190125-125623.jpg,255,118,372,167,1x4LRed
